epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
398,327.034,1.20187,1.01041,1.32538,0.01235,1,0.199,0.0398,4.4715,2.76998,4.43785,0.00121394,0.00121394,0.00121394
399,327.824,1.4407,1.07562,1.51168,0.01235,1,0.199,0.0398,4.4715,2.76998,4.43785,0.00121196,0.00121196,0.00121196
400,328.629,1.04983,0.91906,1.20915,0.01235,1,0.199,0.0398,4.48616,2.49592,4.94194,0.00120998,0.00120998,0.00120998
401,329.424,0.96055,0.80424,1.1942,0.01235,1,0.199,0.0398,4.48616,2.49592,4.94194,0.001208,0.001208,0.001208
402,330.197,1.13105,0.95128,1.30357,0.01235,1,0.199,0.0398,4.48616,2.49592,4.94194,0.00120602,0.00120602,0.00120602
403,330.978,1.16975,0.96995,1.51612,0.01235,1,0.199,0.0398,4.48616,2.49592,4.94194,0.00120404,0.00120404,0.00120404
404,331.802,1.39145,0.97695,1.53446,0.01235,1,0.199,0.0398,4.31009,2.70839,4.85455,0.00120206,0.00120206,0.00120206
405,332.592,0.93996,0.96686,1.29603,0.01235,1,0.199,0.0398,4.31009,2.70839,4.85455,0.00120008,0.00120008,0.00120008
406,333.385,0.97542,0.78187,1.08331,0.01235,1,0.199,0.0398,4.31009,2.70839,4.85455,0.0011981,0.0011981,0.0011981
407,334.166,1.11006,0.95154,1.35311,0.01235,1,0.199,0.0398,4.31009,2.70839,4.85455,0.00119612,0.00119612,0.00119612
408,334.971,1.00403,1.02768,1.36467,0.01235,1,0.199,0.0398,4.35351,2.7533,4.89765,0.00119414,0.00119414,0.00119414
409,335.748,0.79126,0.80796,1.11856,0.01235,1,0.199,0.0398,4.35351,2.7533,4.89765,0.00119216,0.00119216,0.00119216
410,336.53,0.9805,0.85717,1.23323,0.01235,1,0.199,0.0398,4.35351,2.7533,4.89765,0.00119018,0.00119018,0.00119018
411,337.314,1.15399,0.95419,1.33299,0.01235,1,0.199,0.0398,4.35351,2.7533,4.89765,0.0011882,0.0011882,0.0011882
412,338.135,1.12701,0.87544,1.20049,0.01235,1,0.199,0.0398,4.1934,3.04361,4.55262,0.00118622,0.00118622,0.00118622
413,338.919,0.98221,0.83905,1.19649,0.01235,1,0.199,0.0398,4.1934,3.04361,4.55262,0.00118424,0.00118424,0.00118424
414,339.706,1.12466,0.87334,1.34788,0.01235,1,0.199,0.0398,4.1934,3.04361,4.55262,0.00118226,0.00118226,0.00118226
415,340.489,1.20238,0.95558,1.46596,0.01235,1,0.199,0.0398,4.1934,3.04361,4.55262,0.00118028,0.00118028,0.00118028
416,341.293,1.18001,0.96085,1.37735,0.01235,1,0.199,0.0398,3.84631,3.59599,4.12553,0.0011783,0.0011783,0.0011783
417,342.079,1.19398,0.95684,1.32857,0.01235,1,0.199,0.0398,3.84631,3.59599,4.12553,0.00117632,0.00117632,0.00117632
418,342.858,0.94058,0.8856,1.24329,0.01235,1,0.199,0.0398,3.84631,3.59599,4.12553,0.00117434,0.00117434,0.00117434
419,343.638,1.11973,0.95034,1.22658,0.01235,1,0.199,0.0398,3.84631,3.59599,4.12553,0.00117236,0.00117236,0.00117236
420,344.442,0.99172,0.7718,1.24695,0.01235,1,0.199,0.0398,3.71311,3.89443,3.9025,0.00117038,0.00117038,0.00117038
421,345.22,1.04697,1.06248,1.22447,0.01235,1,0.199,0.0398,3.71311,3.89443,3.9025,0.0011684,0.0011684,0.0011684
422,346.034,1.13153,0.83363,1.22219,0.01235,1,0.199,0.0398,3.71311,3.89443,3.9025,0.00116642,0.00116642,0.00116642
423,346.818,0.96875,0.76268,1.28552,0.01235,1,0.199,0.0398,3.71311,3.89443,3.9025,0.00116444,0.00116444,0.00116444
424,347.624,1.05605,0.96325,1.48107,0.01235,1,0.199,0.0398,3.51609,4.19997,3.67583,0.00116246,0.00116246,0.00116246
425,348.418,0.96317,0.76313,1.06201,0.01235,1,0.199,0.0398,3.51609,4.19997,3.67583,0.00116048,0.00116048,0.00116048
426,349.201,1.36232,1.15551,1.42311,0.01235,1,0.199,0.0398,3.51609,4.19997,3.67583,0.0011585,0.0011585,0.0011585
427,349.98,1.13302,0.84003,1.3217,0.01235,1,0.199,0.0398,3.51609,4.19997,3.67583,0.00115652,0.00115652,0.00115652
428,350.781,1.24087,0.93558,1.38324,0.01235,1,0.199,0.0398,3.63909,4.4784,3.56054,0.00115454,0.00115454,0.00115454
429,351.561,1.07977,0.84774,1.24598,0.01235,1,0.199,0.0398,3.63909,4.4784,3.56054,0.00115256,0.00115256,0.00115256
430,352.348,0.89395,1.03855,1.47384,0.01235,1,0.199,0.0398,3.63909,4.4784,3.56054,0.00115058,0.00115058,0.00115058
431,353.131,1.11453,0.86409,1.17124,0.01235,1,0.199,0.0398,3.63909,4.4784,3.56054,0.0011486,0.0011486,0.0011486
